Date,Time,Sender,Receiver,Amount,Payment Type,Sender Bank Location,Receiver Bank Location,Payment Currency,Receiver Currency,Is Suspicious,Type
2023-04-01,12:00:00,ACC01010151,ACC01010152,9100.092975666123,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-08-25,00:00:00,ACC01013168,ACC01013169,7988.44,Cross-border,Germany,Germany,EUR,EUR,0,Normal Group
2023-11-02,00:00:00,ACC01013456,ACC01013457,8387.83,ACH,United States,United States,USD,USD,0,Normal Group
2023-08-15,00:00:00,ACC01012583,ACC01012586,8396.68,Debit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-08-01,00:00:00,ACC01011926,ACC01011929,9681.82,Cheque,Canada,Canada,CAD,CAD,0,Normal Group
2023-03-23,00:00:00,ACC01015427,ACC01015430,1192.38,ACH,Germany,Germany,EUR,EUR,0,Normal Group
2023-05-31,15:00:00,ACC01010667,ACC01010668,5933.048387129028,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-05-01,02:00:00,ACC01010695,ACC01010696,918.0695807624853,Debit Card,Spain,Spain,EUR,EUR,0,Periodical
2023-01-31,21:00:00,ACC01010713,ACC01010714,5536.275049282986,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-03-02,19:00:00,ACC01009853,ACC01009854,6637.445367824148,ACH,France,France,EUR,EUR,0,Periodical
2023-10-20,15:00:00,ACC01000679,ACC01000680,3580.61,Debit Card,Australia,United States,AUD,USD,0,Single Transaction
2023-10-28,13:00:00,ACC01011001,ACC01011002,4905.392835637636,ACH,Australia,Australia,AUD,AUD,0,Periodical
2023-05-31,09:00:00,ACC01009949,ACC01009950,7441.358339717958,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-05-01,16:00:00,ACC01009715,ACC01009716,6219.898644577284,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-03-04,00:00:00,ACC01014365,ACC01014366,8566.14,Debit Card,Japan,Japan,JPY,JPY,0,Normal Group
2023-08-19,00:00:00,ACC01014212,ACC01014213,398.38,Debit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-07-29,17:13:00,ACC01000767,ACC01000768,382.73,Cash,Japan,United States,JPY,USD,0,Single Transaction
2023-01-31,03:00:00,ACC01010053,ACC01010054,5074.844270791179,ACH,Spain,Spain,EUR,EUR,0,Periodical
2023-04-16,00:00:00,ACC01014329,ACC01014330,8592.97,ACH,United States,United States,USD,USD,0,Normal Group
2023-01-31,11:00:00,ACC01010887,ACC01010888,525.2381790072496,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-01-31,06:00:00,ACC01010137,ACC01010138,263.34631782889863,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-12-13,00:00:00,ACC01013960,ACC01013962,4439.67,Cross-border,France,France,EUR,EUR,0,Normal Group
2023-01-01,10:00:00,ACC01010825,ACC01010826,5965.061941789206,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-04-15,16:55:00,ACC01001165,ACC01001166,4461.5,Cheque,Italy,United States,EUR,USD,0,Single Transaction
2023-04-01,20:00:00,ACC01010809,ACC01010810,8892.711912822739,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-05-07,08:07:00,ACC01008493,ACC01008494,3169.2,Debit Card,Australia,United States,AUD,USD,0,Single Transaction
2023-07-30,20:00:00,ACC01010133,ACC01010134,537.621116369422,Debit Card,Spain,Spain,EUR,EUR,0,Periodical
2023-06-30,23:00:00,ACC01011237,ACC01011238,7239.484058550353,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-03-17,00:00:00,ACC01015553,ACC01015556,8064.24,Cheque,France,France,EUR,EUR,0,Normal Group
2023-05-08,00:00:00,ACC01013609,ACC01013610,1091.23,Cash,Italy,Italy,EUR,EUR,0,Normal Group
2023-11-09,04:07:00,ACC01002015,ACC01002016,4083.89,Cash,United States,Germany,USD,EUR,0,Single Transaction
2023-06-06,00:00:00,ACC01013789,ACC01013791,6864.99,Debit Card,Japan,Japan,JPY,JPY,0,Normal Group
2023-05-01,06:00:00,ACC01010269,ACC01010270,892.9412314507756,ACH,Spain,Spain,EUR,EUR,0,Periodical
2024-01-09,00:00:00,ACC01014734,ACC01014737,6978.97,Credit Card,Japan,Japan,JPY,JPY,0,Normal Group
2023-03-17,03:51:00,ACC01005807,ACC01005808,466.5,ACH,United Kingdom,Germany,GBP,EUR,0,Single Transaction
2023-03-30,00:00:00,ACC01015148,ACC01015153,9741.15,Cheque,Canada,Canada,CAD,CAD,0,Normal Group
2023-01-31,12:00:00,ACC01010919,ACC01010920,3075.0068929827876,ACH,Australia,Australia,AUD,AUD,0,Periodical
2023-06-25,12:27:00,ACC01000721,ACC01000722,4810.99,ACH,Canada,Japan,CAD,JPY,0,Single Transaction
2023-01-01,03:00:00,ACC01011109,ACC01011110,2094.153764784559,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-04-12,00:00:00,ACC01012412,ACC01012417,3580.12,Debit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-06-07,00:00:00,ACC01014194,ACC01014196,1198.57,Cash,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-06-30,13:00:00,ACC01011283,ACC01011284,7749.015599687389,ACH,France,France,EUR,EUR,0,Periodical
2023-11-08,22:32:00,ACC01008041,ACC01008042,2976.1,ACH,United Kingdom,Netherlands,GBP,EUR,0,Single Transaction
2023-01-31,11:00:00,ACC01009699,ACC01009700,3198.20406301231,ACH,Spain,Spain,EUR,EUR,0,Periodical
2023-04-12,00:00:00,ACC01012664,ACC01012667,2134.76,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-05-29,00:00:00,ACC01013231,ACC01013234,9068.95,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-04-17,14:05:00,ACC01004885,ACC01004886,4115.57,ACH,Italy,United Kingdom,EUR,GBP,0,Single Transaction
2023-09-28,02:00:00,ACC01011337,ACC01011338,4748.405278268569,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-02-10,00:00:00,ACC01012277,ACC01012280,8948.93,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-05-26,00:00:00,ACC01015139,ACC01015143,5054.67,Credit Card,Australia,Australia,AUD,AUD,0,Normal Group
2023-06-01,00:00:00,ACC01012232,ACC01012233,5257.74,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-08-15,00:00:00,ACC01013708,ACC01013714,4427.9,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-01-01,11:00:00,ACC01011143,ACC01011144,3593.477220821888,ACH,Italy,Italy,EUR,EUR,0,Periodical
2023-03-27,15:40:00,ACC01002205,ACC01002206,4182.23,Cheque,Netherlands,Australia,EUR,AUD,0,Single Transaction
2023-04-27,00:00:00,ACC01015715,ACC01015716,8009.21,ACH,Australia,Australia,AUD,AUD,0,Normal Group
2023-09-28,00:00:00,ACC01011935,ACC01011937,6682.99,Credit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-05-31,11:00:00,ACC01009983,ACC01009984,830.4678535765726,Debit Card,United States,United States,USD,USD,0,Periodical
2023-07-09,00:00:00,ACC01013060,ACC01013063,8180.31,Cross-border,France,France,EUR,EUR,0,Normal Group
2023-11-04,00:00:00,ACC01015175,ACC01015177,9429.74,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-10-20,18:30:00,ACC01003759,ACC01003760,4120.49,Cross-border,Australia,Italy,AUD,EUR,0,Single Transaction
2023-05-23,00:00:00,ACC01012610,ACC01012611,7754.8,ACH,Japan,Japan,JPY,JPY,0,Normal Group
2023-02-07,00:00:00,ACC01015220,ACC01015223,8509.26,Credit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-06-07,16:39:00,ACC01006767,ACC01006768,3674.68,Debit Card,Japan,Spain,JPY,EUR,0,Single Transaction
2023-01-31,17:00:00,ACC01011401,ACC01011402,6798.031900066677,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-05-31,09:00:00,ACC01010353,ACC01010354,7236.230471309392,ACH,Canada,Canada,CAD,CAD,0,Periodical
2023-07-28,00:00:00,ACC01015400,ACC01015401,8705.61,Cash,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-04-15,00:00:00,ACC01012124,ACC01012126,6658.73,Credit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-09-02,11:06:00,ACC01006749,ACC01006750,4864.74,Cheque,France,Canada,EUR,CAD,0,Single Transaction
2023-09-28,07:00:00,ACC01010603,ACC01010604,7228.850624635238,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-10-25,05:59:00,ACC01003683,ACC01003684,3558.69,Credit Card,United States,United States,USD,USD,0,Single Transaction
2023-08-23,10:17:00,ACC01000245,ACC01000246,4439.64,Cheque,Japan,Germany,JPY,EUR,0,Single Transaction
2023-01-31,22:00:00,ACC01011097,ACC01011098,3995.6297745313054,ACH,Italy,Italy,EUR,EUR,0,Periodical
2023-01-31,04:00:00,ACC01010749,ACC01010750,7849.585580053029,Debit Card,Canada,Canada,CAD,CAD,0,Periodical
2023-08-03,00:00:00,ACC01012862,ACC01012863,6792.43,ACH,United States,United States,USD,USD,0,Normal Group
2023-07-30,10:00:00,ACC01010755,ACC01010756,4875.907292696825,ACH,Australia,Australia,AUD,AUD,0,Periodical
2023-11-04,00:00:00,ACC01012403,ACC01012404,2889.3,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-05-01,22:00:00,ACC01009685,ACC01009686,813.7429710645965,ACH,Canada,Canada,CAD,CAD,0,Periodical
2023-08-29,09:00:00,ACC01011279,ACC01011280,8896.578651882217,ACH,Japan,Japan,JPY,JPY,0,Periodical
2024-01-09,00:00:00,ACC01013825,ACC01013830,1704.72,ACH,Canada,Canada,CAD,CAD,0,Normal Group
2023-06-30,16:00:00,ACC01010937,ACC01010938,8359.526144747271,ACH,Canada,Canada,CAD,CAD,0,Periodical
2023-10-04,00:00:00,ACC01014347,ACC01014352,2939.01,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-12-03,00:00:00,ACC01013105,ACC01013107,7939.58,Debit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-06-30,22:00:00,ACC01010431,ACC01010432,5015.93861399489,ACH,United States,United States,USD,USD,0,Periodical
2023-04-01,21:00:00,ACC01010011,ACC01010012,5800.69990431333,ACH,Spain,Spain,EUR,EUR,0,Periodical
2023-01-31,00:13:00,ACC01005041,ACC01005042,3098.49,Debit Card,Canada,Netherlands,CAD,EUR,0,Single Transaction
2023-02-13,22:14:00,ACC01002597,ACC01002598,351.57,Cross-border,United Kingdom,Germany,GBP,EUR,0,Single Transaction
2023-01-01,00:00:00,ACC01010717,ACC01010718,2499.3929511140122,ACH,Japan,Japan,JPY,JPY,0,Periodical
2023-07-02,00:00:00,ACC01014725,ACC01014727,3633.9,Debit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-03-28,00:00:00,ACC01012502,ACC01012505,4966.93,Debit Card,France,France,EUR,EUR,0,Normal Group
2024-01-01,00:00:00,ACC01013123,ACC01013126,430.13,Credit Card,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-01-31,06:00:00,ACC01011151,ACC01011152,7874.520992834683,Debit Card,France,France,EUR,EUR,0,Periodical
2023-08-24,00:00:00,ACC01012583,ACC01012591,4332.83,Debit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-03-18,00:04:00,ACC01005255,ACC01005256,1330.6,Debit Card,Netherlands,United States,EUR,USD,0,Single Transaction
2023-05-14,17:15:00,ACC01009301,ACC01009302,233.1,Cross-border,United States,United Kingdom,USD,GBP,0,Single Transaction
2023-07-30,15:00:00,ACC01010953,ACC01010954,6402.242236995328,ACH,Canada,Canada,CAD,CAD,0,Periodical
2023-11-01,10:27:00,ACC01003843,ACC01003844,142.78,Credit Card,Germany,Canada,EUR,CAD,0,Single Transaction
2023-03-19,00:00:00,ACC01012097,ACC01012099,7278.75,Cross-border,France,France,EUR,EUR,0,Normal Group
2023-07-30,20:00:00,ACC01011425,ACC01011426,201.38806318762485,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-02-23,00:00:00,ACC01014698,ACC01014701,4677.89,Cross-border,Germany,Germany,EUR,EUR,0,Normal Group
2023-02-04,00:00:00,ACC01013393,ACC01013396,7840.04,Debit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-03-02,02:00:00,ACC01010617,ACC01010618,8442.784418235839,Debit Card,Spain,Spain,EUR,EUR,0,Periodical
2024-01-07,00:00:00,ACC01013159,ACC01013161,8166.37,Cross-border,Japan,Japan,JPY,JPY,0,Normal Group
2023-07-05,13:05:00,ACC01007641,ACC01007642,2001.72,Cross-border,Spain,Japan,EUR,JPY,0,Single Transaction
2023-04-21,11:46:00,ACC01007089,ACC01007090,3473.02,Cheque,Spain,Spain,EUR,EUR,0,Single Transaction
2023-11-29,00:00:00,ACC01013114,ACC01013119,3864.74,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-03-02,19:00:00,ACC01010085,ACC01010086,7011.3499645227685,Debit Card,Australia,Australia,AUD,AUD,0,Periodical
2023-05-31,20:00:00,ACC01010481,ACC01010482,3499.9937076374313,Debit Card,France,France,EUR,EUR,0,Periodical
2023-06-05,00:00:00,ACC01013627,ACC01013629,5891.5,Credit Card,Japan,Japan,JPY,JPY,0,Normal Group
2023-01-01,05:00:00,ACC01010461,ACC01010462,5301.441543539966,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-09-21,00:00:00,ACC01011935,ACC01011941,6079.06,Credit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-01-01,11:00:00,ACC01010339,ACC01010340,3474.7378572154553,ACH,France,France,EUR,EUR,0,Periodical
2023-11-08,00:00:00,ACC01013537,ACC01013545,3427.69,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-02-08,00:00:00,ACC01012349,ACC01012355,5295.14,Cheque,Germany,Germany,EUR,EUR,0,Normal Group
2023-07-11,00:00:00,ACC01013969,ACC01013974,8966.36,Debit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-06-21,15:13:00,ACC01004819,ACC01004820,2605.95,Credit Card,United States,United States,USD,USD,0,Single Transaction
2023-06-11,00:00:00,ACC01012385,ACC01012388,7262.68,ACH,Germany,Germany,EUR,EUR,0,Normal Group
2023-09-17,00:00:00,ACC01014203,ACC01014204,230.0,Credit Card,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-02-18,00:00:00,ACC01011845,ACC01011850,3184.58,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-12-30,16:58:00,ACC01008895,ACC01008896,3083.06,Cash,Netherlands,France,EUR,EUR,0,Single Transaction
2023-04-01,03:00:00,ACC01011131,ACC01011132,8576.146279341512,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-11-16,06:49:00,ACC01008243,ACC01008244,4837.33,Credit Card,France,Netherlands,EUR,EUR,0,Single Transaction
2023-04-01,15:00:00,ACC01011029,ACC01011030,3267.820846590444,ACH,Japan,Japan,JPY,JPY,0,Periodical
2023-06-30,11:00:00,ACC01010705,ACC01010706,8063.682805504573,ACH,Italy,Italy,EUR,EUR,0,Periodical
2023-06-06,00:00:00,ACC01012331,ACC01012336,1678.5,ACH,Spain,Spain,EUR,EUR,0,Normal Group
2023-05-04,00:00:00,ACC01013843,ACC01013845,7582.96,ACH,Canada,Canada,CAD,CAD,0,Normal Group
2023-02-07,00:00:00,ACC01015625,ACC01015626,5985.35,Credit Card,Japan,Japan,JPY,JPY,0,Normal Group
2023-08-28,00:00:00,ACC01014104,ACC01014107,5140.66,Credit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-04-03,00:00:00,ACC01013582,ACC01013584,8690.01,Credit Card,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-01-14,03:35:00,ACC01004611,ACC01004612,2724.71,ACH,Netherlands,Japan,EUR,JPY,0,Single Transaction
2023-07-30,07:00:00,ACC01011091,ACC01011092,8773.939806387429,ACH,Italy,Italy,EUR,EUR,0,Periodical
2023-09-05,00:00:00,ACC01013870,ACC01013873,6441.09,ACH,Italy,Italy,EUR,EUR,0,Normal Group
2023-02-15,00:00:00,ACC01014923,ACC01014924,7987.67,Credit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-10-25,18:51:00,ACC01007199,ACC01007200,1616.01,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Single Transaction
2023-03-09,09:00:00,ACC01000096,ACC01000086,6299.49,ACH,United States,Japan,USD,JPY,1,Smurfing
2023-01-27,19:17:00,ACC01006375,ACC01006376,3246.19,Cross-border,France,Spain,EUR,EUR,0,Single Transaction
2023-08-09,00:00:00,ACC01014167,ACC01014169,9234.67,ACH,France,France,EUR,EUR,0,Normal Group
2023-02-15,00:00:00,ACC01015328,ACC01015330,5445.22,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-11-08,05:00:00,ACC01008413,ACC01008414,4400.73,Cross-border,Australia,France,AUD,EUR,0,Single Transaction
2023-12-08,00:00:00,ACC01015724,ACC01015726,9778.44,Cross-border,Japan,Japan,JPY,JPY,0,Normal Group
2023-05-31,04:00:00,ACC01011003,ACC01011004,4120.310416469887,Debit Card,Spain,Spain,EUR,EUR,0,Periodical
2023-08-29,14:00:00,ACC01009893,ACC01009894,7287.728830058012,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-08-29,19:00:00,ACC01009765,ACC01009766,2440.559203374465,Debit Card,Australia,Australia,AUD,AUD,0,Periodical
2023-02-24,19:49:00,ACC01008585,ACC01008586,679.85,Credit Card,Australia,United Kingdom,AUD,GBP,0,Single Transaction
2023-03-02,07:00:00,ACC01011063,ACC01011064,7301.6455596675505,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-06-28,00:00:00,ACC01012286,ACC01012289,4851.18,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-06-04,00:00:00,ACC01012907,ACC01012910,2531.24,Credit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-03-19,00:00:00,ACC01014302,ACC01014305,3733.93,ACH,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-07-24,22:07:00,ACC01001731,ACC01001732,2605.65,Debit Card,Canada,Japan,CAD,JPY,0,Single Transaction
2023-12-26,00:00:00,ACC01014716,ACC01014719,1090.65,Cross-border,Germany,Germany,EUR,EUR,0,Normal Group
2023-01-14,18:30:00,ACC01006853,ACC01006854,889.01,Cheque,United States,Japan,USD,JPY,0,Single Transaction
2023-04-01,17:00:00,ACC01011297,ACC01011298,3389.4054277408663,Debit Card,France,France,EUR,EUR,0,Periodical
2023-10-09,15:18:00,ACC01005617,ACC01005618,1841.32,ACH,Canada,Spain,CAD,EUR,0,Single Transaction
2023-10-17,08:40:00,ACC01005873,ACC01005874,2356.92,Cross-border,United Kingdom,United States,GBP,USD,0,Single Transaction
2023-06-30,15:00:00,ACC01009995,ACC01009996,8009.8594233621325,Debit Card,United States,United States,USD,USD,0,Periodical
2023-01-01,22:00:00,ACC01009999,ACC01010000,4686.402235178613,Debit Card,France,France,EUR,EUR,0,Periodical
2023-05-22,00:00:00,ACC01014662,ACC01014663,3517.68,ACH,Spain,Spain,EUR,EUR,0,Normal Group
2023-05-12,00:00:00,ACC01013933,ACC01013936,4129.17,Cross-border,France,France,EUR,EUR,0,Normal Group
2023-01-04,20:30:00,ACC01005831,ACC01005832,3491.26,ACH,Australia,Italy,AUD,EUR,0,Single Transaction
2023-05-01,00:00:00,ACC01011053,ACC01011054,5084.841721351434,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-10-28,00:00:00,ACC01012403,ACC01012404,7253.24,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-07-30,05:00:00,ACC01010297,ACC01010298,4135.913110510719,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-08-14,14:14:00,ACC01004149,ACC01004150,1032.85,ACH,United States,Japan,USD,JPY,0,Single Transaction
2023-12-10,00:00:00,ACC01013771,ACC01013772,6809.25,Cross-border,Canada,Canada,CAD,CAD,0,Normal Group
2023-04-13,00:00:00,ACC01011782,ACC01011787,6392.53,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-09-01,00:00:00,ACC01011683,ACC01011686,3660.42,Credit Card,France,France,EUR,EUR,0,Normal Group
2023-06-15,15:56:00,ACC01000809,ACC01000810,2157.23,ACH,Japan,Canada,JPY,CAD,0,Single Transaction
2023-09-28,15:00:00,ACC01009747,ACC01009748,5455.773596019694,Debit Card,France,France,EUR,EUR,0,Periodical
2024-01-21,00:00:00,ACC01013321,ACC01013324,8635.73,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-10-10,00:00:00,ACC01015499,ACC01015501,820.17,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2024-01-21,00:00:00,ACC01014932,ACC01014934,909.42,Debit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-07-05,00:00:00,ACC01014194,ACC01014196,7368.1,Cash,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-04-01,00:00:00,ACC01013078,ACC01013080,8757.35,ACH,France,France,EUR,EUR,0,Normal Group
2023-11-04,00:00:00,ACC01014239,ACC01014240,600.58,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-05-09,00:00:00,ACC01013717,ACC01013720,2015.58,Cross-border,United States,United States,USD,USD,0,Normal Group
2023-04-12,10:32:00,ACC01001659,ACC01001660,1882.9,ACH,Australia,United States,AUD,USD,0,Single Transaction
2023-10-27,00:00:00,ACC01013834,ACC01013837,902.33,Cheque,United States,United States,USD,USD,0,Normal Group
2023-09-26,00:00:00,ACC01012322,ACC01012325,9070.24,ACH,Australia,Australia,AUD,AUD,0,Normal Group
2023-09-27,00:00:00,ACC01015364,ACC01015366,5383.71,Debit Card,Italy,Italy,EUR,EUR,0,Normal Group
2023-06-17,00:00:00,ACC01012466,ACC01012468,2054.55,Credit Card,France,France,EUR,EUR,0,Normal Group
2023-03-02,12:00:00,ACC01011009,ACC01011010,1351.7193525395583,Debit Card,Spain,Spain,EUR,EUR,0,Periodical
2023-03-09,00:00:00,ACC01014446,ACC01014449,3795.55,Credit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-10-10,00:00:00,ACC01015499,ACC01015502,5161.32,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-06-16,00:00:00,ACC01007215,ACC01007216,2218.03,Cheque,United States,Canada,USD,CAD,0,Single Transaction
2023-05-31,00:00:00,ACC01012763,ACC01012765,6107.03,Cash,Spain,Spain,EUR,EUR,0,Normal Group
2023-05-01,21:00:00,ACC01010509,ACC01010510,4424.832014773788,Debit Card,France,France,EUR,EUR,0,Periodical
2023-03-25,16:24:00,ACC01001459,ACC01001460,4013.75,Cross-border,Germany,Australia,EUR,AUD,0,Single Transaction
2023-04-01,06:00:00,ACC01011379,ACC01011380,8772.568098180505,ACH,France,France,EUR,EUR,0,Periodical
2023-06-30,22:00:00,ACC01010467,ACC01010468,4746.411304540883,ACH,Japan,Japan,JPY,JPY,0,Periodical
2023-04-01,08:00:00,ACC01010623,ACC01010624,2786.1473756892547,Debit Card,Canada,Canada,CAD,CAD,0,Periodical
2023-05-16,00:00:00,ACC01013789,ACC01013790,8990.24,Debit Card,Japan,Japan,JPY,JPY,0,Normal Group
2023-04-22,00:00:00,ACC01012979,ACC01012981,7985.3,Cross-border,Spain,Spain,EUR,EUR,0,Normal Group
2023-05-12,00:00:00,ACC01015769,ACC01015770,5048.95,ACH,France,France,EUR,EUR,0,Normal Group
2023-05-01,09:00:00,ACC01010185,ACC01010186,5718.3941000774985,ACH,Italy,Italy,EUR,EUR,0,Periodical
2023-05-31,12:00:00,ACC01011147,ACC01011148,376.1813508532779,ACH,Australia,Australia,AUD,AUD,0,Periodical
2023-03-17,00:00:00,ACC01014455,ACC01014461,1725.0,Cross-border,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-12-25,16:18:00,ACC01004671,ACC01004672,1141.53,ACH,Japan,Australia,JPY,AUD,0,Single Transaction
2023-10-19,00:00:00,ACC01014608,ACC01014609,4880.75,Cheque,Spain,Spain,EUR,EUR,0,Normal Group
2023-06-13,00:00:00,ACC01014176,ACC01014177,1307.09,Credit Card,Australia,Australia,AUD,AUD,0,Normal Group
2023-11-22,00:00:00,ACC01012700,ACC01012701,2732.86,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-11-15,00:00:00,ACC01012115,ACC01012118,5305.89,Cash,Canada,Canada,CAD,CAD,0,Normal Group
2023-05-17,00:00:00,ACC01012448,ACC01012451,9095.19,Debit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-03-02,06:00:00,ACC01010335,ACC01010336,1597.47570612454,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-08-02,00:00:00,ACC01012988,ACC01012996,2270.27,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-05-01,09:00:00,ACC01011517,ACC01011518,4419.762405329163,ACH,Australia,Australia,AUD,AUD,0,Periodical
2023-06-21,00:00:00,ACC01014707,ACC01014710,9356.81,Cross-border,Australia,Australia,AUD,AUD,0,Normal Group
2023-02-04,15:29:00,ACC01003889,ACC01003890,2350.61,Debit Card,Spain,United Kingdom,EUR,GBP,0,Single Transaction
2023-08-15,00:00:00,ACC01011926,ACC01011927,9063.63,Cheque,Canada,Canada,CAD,CAD,0,Normal Group
2023-01-14,12:28:00,ACC01006655,ACC01006656,3595.12,ACH,Australia,Japan,AUD,JPY,0,Single Transaction
